sentence	label
unbreakable 	1
good news to anyone 	1
a heartfelt story 	1
her presence succeeds in making us believe 	1
a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work 	0
eee for excitement 	1
low-grade dreck 	0
this fascinating look at israel in ferment 	1
avoid noticing some truly egregious lip-non-synching 	0
through love 	1
heartwarmingly 	1
sabotaged by ticking time bombs and other hollywood-action cliches 	0
much to it 	1
far more successful 	1
it reveals 	1
pleasant but not 	1
really won my heart 	1
in heaven 	1
does pack some serious suspense 	1
too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises 	0
played-out idea 	0
will undoubtedly enjoy it 	1
indie tatters and self-conscious seams 	0
rank with its worthy predecessors 	1
same time to congratulate himself for having the guts to confront it 	1
as the novel on which it 's based 	1
does not proclaim the truth about two love-struck somebodies 	0
the jokes are sophomoric , 	0
catapulting 	1
will only satisfy the most emotionally malleable of filmgoers . 	0
a flood of emotion 	1
yet feels universal 	1
most appealing 	1
, storytelling fails to provide much more insight than the inside column of a torn book jacket . 	0
a new idea 	1
is having fun with it all 	1
thoroughly enjoyed the love story 	1
will have found a cult favorite to enjoy for a lifetime 	1
a moving experience 	1
it 's hard to imagine a more generic effort in the genre . 	0
the tone for a summer of good stuff 	1
a bland murder-on-campus 	0
in no way original , or even all that memorable , but as downtown saturday matinee brain candy 	0
magnificent to behold in its sparkling beauty 	1
squeeze a few laughs 	1
the sensational 	1
, all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . 	0
funny with the material 	1
an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . 	0
their own comfortable niche 	1
got a place in your heart for smokey robinson 	1
dumb fart jokes 	0
be the end of the world 	1
than a spy thriller like the bourne identity 	1
by its awkward structure and a final veering 	0
moments of hilarity to be had 	1
as darkly funny 	1
a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama . 	0
a marvelous performance 	1
emotionally satisfying 	1
a finale that is impenetrable and dull 	0
a bravura performance 	1
are once again made all too clear in this schlocky horror/action hybrid . 	0
's well worth spending some time with 	1
's depressing to see how far herzog has fallen . 	0
some of the visual flourishes 	1
